"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctWomen","pct_couples"
10,10,"Chief executives and legislators","Chief executives and legislators",0.00103413672576346,0.0815808556925308
10,2310,"Chief executives and legislators","Elementary and middle school teachers",0.0253788634874884,0.0812182741116751
10,430,"Chief executives and legislators","Miscellaneous managers",0.00200297156471719,0.0493110949963742
10,800,"Chief executives and legislators","Accountants and auditors",0.0113624487251977,0.0351704133430022
10,5700,"Chief executives and legislators","Secretaries and administrative assistants",0.0539558910698879,0.07070340826686
10,120,"Chief executives and legislators","Financial managers",0.00408657271681398,0.0199419869470631
10,4920,"Chief executives and legislators","Real estate agents",0.00164019566304319,0.0152284263959391
10,230,"Chief executives and legislators","Education administrators",0.00458049409247976,0.0170413343002176
10,4710,"Chief executives and legislators","Non-retail sales supervisors",0.00110345777492911,0.0119651921682379
10,50,"Chief executives and legislators","Marketing and sales managers",0.00373699540986498,0.0130529369108049
10,350,"Chief executives and legislators","Medical and health services managers",0.00360075854185243,0.0126903553299492
10,2100,"Chief executives and legislators","Lawyers and judges",0.00356668974581206,0.0119651921682379
10,630,"Chief executives and legislators","Human resources workers",0.00656204537869936,0.0148658448150834
10,710,"Chief executives and legislators","Management analysts",0.00378200044145788,0.0119651921682379
10,4700,"Chief executives and legislators","Retail sales supervisors",0.00814868142574731,0.0155910079767948
10,420,"Chief executives and legislators","Social and community service managers",0.00125225520398067,0.00797679477882524
10,5000,"Chief executives and legislators","Office and administrative support supervisors",0.0150922090533428,0.0210297316896302
10,3060,"Chief executives and legislators","Physicians and surgeons",0.00377873053820802,0.00942712110224801
10,5120,"Chief executives and legislators","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0268310369833212
10,735,"Chief executives and legislators","Market analysts",0.00461926708777304,0.00942712110224801
10,110,"Chief executives and legislators","Computer and information systems managers",0.00143988054296806,0.00616388687454677
10,136,"Chief executives and legislators","Human resources managers",0.00139609992175284,0.00580130529369108
10,2630,"Chief executives and legislators","Designers",0.0039999085686714,0.00797679477882524
10,150,"Chief executives and legislators","Purchasing managers",0.000504544566730528,0.00435097897026831
10,410,"Chief executives and legislators","Property, real estate, and community association managers",0.00137712722300174,0.00435097897026831
10,4850,"Chief executives and legislators","Wholesale sales representatives",0.00754615982912921,0.0105148658448151
10,850,"Chief executives and legislators","Personal financial advisors",0.00116162804913359,0.00398839738941262
10,4810,"Chief executives and legislators","Insurance sales agents",0.00306690025969817,0.00580130529369108
10,2200,"Chief executives and legislators","Postsecondary teachers",0.0110461850603908,0.0137781000725163
10,5940,"Chief executives and legislators","Miscellaneous office and administrative support workers",0.00287718009773596,0.00543872371283539
10,3050,"Chief executives and legislators","Pharmacists",0.00261392767812933,0.004713560551124
10,3230,"Chief executives and legislators","Speech-language pathologists",0.00201058484389062,0.00398839738941262
10,5140,"Chief executives and legislators","Payroll and timekeeping clerks",0.00230925534643298,0.00398839738941262
10,1020,"Chief executives and legislators","Software developers",0.00316128270738992,0.004713560551124
10,1006,"Chief executives and legislators","Computer systems analysts",0.00295325549280997,0.00435097897026831
10,5840,"Chief executives and legislators","Insurance claims and policy processing clerks",0.00314446222827393,0.00435097897026831
10,2145,"Chief executives and legislators","Paralegals and legal assistants",0.00360246601493328,0.004713560551124
10,4510,"Chief executives and legislators","Hairdressers",0.00508542818086978,0.00616388687454677
10,2000,"Chief executives and legislators","Counselors",0.00696481294637829,0.00797679477882524
10,3255,"Chief executives and legislators","Registered nurses",0.0380810326360358,0.0387962291515591
10,2320,"Chief executives and legislators","Secondary school teachers",0.00955310014021694,0.0097897026831037
10,4840,"Chief executives and legislators","Services sales representatives",0.00478610335640002,0.004713560551124
10,2010,"Chief executives and legislators","Social workers",0.0080506324173452,0.00688905003625816
10,20,"Chief executives and legislators","General and operations managers",0.00918437530739208,0.00797679477882524
10,2330,"Chief executives and legislators","Special education teachers",0.00657284836092435,0.00435097897026831
10,2300,"Chief executives and legislators","Preschool and kindergarten teachers",0.00793351282561727,0.00435097897026831
10,2540,"Chief executives and legislators","Teacher assistants",0.0174174689155588,0.0097897026831037
10,5400,"Chief executives and legislators","Receptionists and information clerks",0.0137155732698541,0.004713560551124
10,5240,"Chief executives and legislators","Customer service representatives",0.0262161493694411,0.0116026105873822
10,5860,"Chief executives and legislators","General office clerks",0.0375910531699237,0.0105148658448151
10,4760,"Chief executives and legislators","Retail salespersons",0.0353467239948646,0.00797679477882524
10,4720,"Chief executives and legislators","Cashiers",0.0393768585756063,0.00398839738941262
20,2310,"General and operations managers","Elementary and middle school teachers",0.0253788634874884,0.0785484611851171
20,430,"General and operations managers","Miscellaneous managers",0.00200297156471719,0.0349104271933854
20,50,"General and operations managers","Marketing and sales managers",0.00373699540986498,0.0211299954065227
20,800,"General and operations managers","Accountants and auditors",0.0113624487251977,0.0252641249425815
20,3255,"General and operations managers","Registered nurses",0.0380810326360358,0.0509875976113918
20,120,"General and operations managers","Financial managers",0.00408657271681398,0.0160771704180064
20,4710,"General and operations managers","Non-retail sales supervisors",0.00110345777492911,0.0128617363344051
20,230,"General and operations managers","Education administrators",0.00458049409247976,0.0156178226917777
20,20,"General and operations managers","General and operations managers",0.00918437530739208,0.0197519522278365
20,310,"General and operations managers","Food service managers",0.00147129776842871,0.0105649977032614
20,10,"General and operations managers","Chief executives and legislators",0.00103413672576346,0.00964630225080386
20,4700,"General and operations managers","Retail sales supervisors",0.00814868142574731,0.0165365181442352
20,4920,"General and operations managers","Real estate agents",0.00164019566304319,0.0091869545245751
20,350,"General and operations managers","Medical and health services managers",0.00360075854185243,0.0105649977032614
20,136,"General and operations managers","Human resources managers",0.00139609992175284,0.00826825907211759
20,630,"General and operations managers","Human resources workers",0.00656204537869936,0.0128617363344051
20,2630,"General and operations managers","Designers",0.0039999085686714,0.00964630225080386
20,4510,"General and operations managers","Hairdressers",0.00508542818086978,0.0101056499770326
20,5120,"General and operations managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0266421681212678
20,110,"General and operations managers","Computer and information systems managers",0.00143988054296806,0.00597152044097382
20,5700,"General and operations managers","Secretaries and administrative assistants",0.0539558910698879,0.0583371612310519
20,420,"General and operations managers","Social and community service managers",0.00125225520398067,0.00551217271474506
20,5940,"General and operations managers","Miscellaneous office and administrative support workers",0.00287718009773596,0.00689021589343133
20,410,"General and operations managers","Property, real estate, and community association managers",0.00137712722300174,0.00505282498851631
20,4850,"General and operations managers","Wholesale sales representatives",0.00754615982912921,0.0105649977032614
20,2100,"General and operations managers","Lawyers and judges",0.00356668974581206,0.00643086816720257
20,2010,"General and operations managers","Social workers",0.0080506324173452,0.0105649977032614
20,4810,"General and operations managers","Insurance sales agents",0.00306690025969817,0.00551217271474506
20,5000,"General and operations managers","Office and administrative support supervisors",0.0150922090533428,0.0174552135966927
20,2000,"General and operations managers","Counselors",0.00696481294637829,0.0091869545245751
20,3320,"General and operations managers","Diagnostic technicians",0.00413215481753206,0.00597152044097382
20,2145,"General and operations managers","Paralegals and legal assistants",0.00360246601493328,0.00505282498851631
20,3060,"General and operations managers","Physicians and surgeons",0.00377873053820802,0.00505282498851631
20,2200,"General and operations managers","Postsecondary teachers",0.0110461850603908,0.0119430408819476
20,2320,"General and operations managers","Secondary school teachers",0.00955310014021694,0.0101056499770326
20,4840,"General and operations managers","Services sales representatives",0.00478610335640002,0.00505282498851631
20,5110,"General and operations managers","Billing and posting clerks ",0.00686361782536123,0.00643086816720257
20,2540,"General and operations managers","Teacher assistants",0.0174174689155588,0.0160771704180064
20,3500,"General and operations managers","Licensed practical and licensed vocational nurses",0.00974536731776145,0.00826825907211759
20,4600,"General and operations managers","Childcare workers",0.00844187845866264,0.00643086816720257
20,3645,"General and operations managers","Medical assistants",0.00845940957048357,0.00505282498851631
20,3420,"General and operations managers","Health practitioner support technologists and technicians",0.00900228998713244,0.00505282498851631
20,5400,"General and operations managers","Receptionists and information clerks",0.0137155732698541,0.00826825907211759
20,5240,"General and operations managers","Customer service representatives",0.0262161493694411,0.0197519522278365
20,3600,"General and operations managers","Nursing, psychiatric, and home health aides",0.0327762790958214,0.0101056499770326
20,4760,"General and operations managers","Retail salespersons",0.0353467239948646,0.0105649977032614
20,5860,"General and operations managers","General office clerks",0.0375910531699237,0.00964630225080386
20,4720,"General and operations managers","Cashiers",0.0393768585756063,0.00780891134588884
50,2310,"Marketing and sales managers","Elementary and middle school teachers",0.0253788634874884,0.0914826498422713
50,430,"Marketing and sales managers","Miscellaneous managers",0.00200297156471719,0.0429022082018927
50,50,"Marketing and sales managers","Marketing and sales managers",0.00373699540986498,0.0378548895899054
50,120,"Marketing and sales managers","Financial managers",0.00408657271681398,0.0182965299684543
50,10,"Marketing and sales managers","Chief executives and legislators",0.00103413672576346,0.0151419558359621
50,4700,"Marketing and sales managers","Retail sales supervisors",0.00814868142574731,0.0214511041009464
50,4710,"Marketing and sales managers","Non-retail sales supervisors",0.00110345777492911,0.0138801261829653
50,4850,"Marketing and sales managers","Wholesale sales representatives",0.00754615982912921,0.0201892744479495
50,630,"Marketing and sales managers","Human resources workers",0.00656204537869936,0.0189274447949527
50,4920,"Marketing and sales managers","Real estate agents",0.00164019566304319,0.0138801261829653
50,350,"Marketing and sales managers","Medical and health services managers",0.00360075854185243,0.0157728706624606
50,230,"Marketing and sales managers","Education administrators",0.00458049409247976,0.0132492113564669
50,800,"Marketing and sales managers","Accountants and auditors",0.0113624487251977,0.0195583596214511
50,3255,"Marketing and sales managers","Registered nurses",0.0380810326360358,0.0460567823343849
50,136,"Marketing and sales managers","Human resources managers",0.00139609992175284,0.00883280757097792
50,710,"Marketing and sales managers","Management analysts",0.00378200044145788,0.0107255520504732
50,2320,"Marketing and sales managers","Secondary school teachers",0.00955310014021694,0.016403785488959
50,150,"Marketing and sales managers","Purchasing managers",0.000504544566730528,0.00694006309148265
50,110,"Marketing and sales managers","Computer and information systems managers",0.00143988054296806,0.00757097791798107
50,4840,"Marketing and sales managers","Services sales representatives",0.00478610335640002,0.0107255520504732
50,3060,"Marketing and sales managers","Physicians and surgeons",0.00377873053820802,0.00946372239747634
50,2000,"Marketing and sales managers","Counselors",0.00696481294637829,0.0126182965299685
50,840,"Marketing and sales managers","Financial analysts",0.00179007463132613,0.00694006309148265
50,2100,"Marketing and sales managers","Lawyers and judges",0.00356668974581206,0.0082018927444795
50,2145,"Marketing and sales managers","Paralegals and legal assistants",0.00360246601493328,0.0082018927444795
50,2010,"Marketing and sales managers","Social workers",0.0080506324173452,0.0126182965299685
50,4810,"Marketing and sales managers","Insurance sales agents",0.00306690025969817,0.00757097791798107
50,735,"Marketing and sales managers","Market analysts",0.00461926708777304,0.00883280757097792
50,910,"Marketing and sales managers","Credit counselors and loan officers",0.00283216032916271,0.00694006309148265
50,2630,"Marketing and sales managers","Designers",0.0039999085686714,0.00694006309148265
50,4510,"Marketing and sales managers","Hairdressers",0.00508542818086978,0.00694006309148265
50,5000,"Marketing and sales managers","Office and administrative support supervisors",0.0150922090533428,0.0157728706624606
50,740,"Marketing and sales managers","Other business operations specialists",0.00815013759453172,0.00694006309148265
50,2200,"Marketing and sales managers","Postsecondary teachers",0.0110461850603908,0.00883280757097792
50,5120,"Marketing and sales managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0176656151419558
50,5400,"Marketing and sales managers","Receptionists and information clerks",0.0137155732698541,0.00757097791798107
50,5240,"Marketing and sales managers","Customer service representatives",0.0262161493694411,0.016403785488959
50,5700,"Marketing and sales managers","Secretaries and administrative assistants",0.0539558910698879,0.0435331230283912
50,4760,"Marketing and sales managers","Retail salespersons",0.0353467239948646,0.0100946372239748
50,5860,"Marketing and sales managers","General office clerks",0.0375910531699237,0.00946372239747634
100,2310,"Administrative services managers","Elementary and middle school teachers",0.0253788634874884,0.073972602739726
100,5240,"Administrative services managers","Customer service representatives",0.0262161493694411,0.0438356164383562
100,5700,"Administrative services managers","Secretaries and administrative assistants",0.0539558910698879,0.0684931506849315
100,3255,"Administrative services managers","Registered nurses",0.0380810326360358,0.0465753424657534
110,430,"Computer and information systems managers","Miscellaneous managers",0.00200297156471719,0.0647798742138365
110,2310,"Computer and information systems managers","Elementary and middle school teachers",0.0253788634874884,0.0729559748427673
110,110,"Computer and information systems managers","Computer and information systems managers",0.00143988054296806,0.0352201257861635
110,1020,"Computer and information systems managers","Software developers",0.00316128270738992,0.0276729559748428
110,800,"Computer and information systems managers","Accountants and auditors",0.0113624487251977,0.0358490566037736
110,4710,"Computer and information systems managers","Non-retail sales supervisors",0.00110345777492911,0.0132075471698113
110,120,"Computer and information systems managers","Financial managers",0.00408657271681398,0.0157232704402516
110,350,"Computer and information systems managers","Medical and health services managers",0.00360075854185243,0.0144654088050314
110,1820,"Computer and information systems managers","Psychologists",0.0012976294357128,0.0119496855345912
110,2100,"Computer and information systems managers","Lawyers and judges",0.00356668974581206,0.0138364779874214
110,50,"Computer and information systems managers","Marketing and sales managers",0.00373699540986498,0.0138364779874214
110,710,"Computer and information systems managers","Management analysts",0.00378200044145788,0.0125786163522013
110,136,"Computer and information systems managers","Human resources managers",0.00139609992175284,0.010062893081761
110,230,"Computer and information systems managers","Education administrators",0.00458049409247976,0.0132075471698113
110,1107,"Computer and information systems managers","Other computer occupations",0.000842007610455878,0.00880503144654088
110,150,"Computer and information systems managers","Purchasing managers",0.000504544566730528,0.00817610062893082
110,2200,"Computer and information systems managers","Postsecondary teachers",0.0110461850603908,0.0182389937106918
110,10,"Computer and information systems managers","Chief executives and legislators",0.00103413672576346,0.00817610062893082
110,630,"Computer and information systems managers","Human resources workers",0.00656204537869936,0.0132075471698113
110,1006,"Computer and information systems managers","Computer systems analysts",0.00295325549280997,0.00943396226415094
110,2320,"Computer and information systems managers","Secondary school teachers",0.00955310014021694,0.0157232704402516
110,3255,"Computer and information systems managers","Registered nurses",0.0380810326360358,0.0433962264150943
110,2145,"Computer and information systems managers","Paralegals and legal assistants",0.00360246601493328,0.00754716981132075
110,2630,"Computer and information systems managers","Designers",0.0039999085686714,0.00754716981132075
110,3060,"Computer and information systems managers","Physicians and surgeons",0.00377873053820802,0.00691823899371069
110,2000,"Computer and information systems managers","Counselors",0.00696481294637829,0.00943396226415094
110,2330,"Computer and information systems managers","Special education teachers",0.00657284836092435,0.00754716981132075
110,2300,"Computer and information systems managers","Preschool and kindergarten teachers",0.00793351282561727,0.00817610062893082
110,4700,"Computer and information systems managers","Retail sales supervisors",0.00814868142574731,0.00817610062893082
110,5000,"Computer and information systems managers","Office and administrative support supervisors",0.0150922090533428,0.0150943396226415
110,2010,"Computer and information systems managers","Social workers",0.0080506324173452,0.00754716981132075
110,2540,"Computer and information systems managers","Teacher assistants",0.0174174689155588,0.0106918238993711
110,5700,"Computer and information systems managers","Secretaries and administrative assistants",0.0539558910698879,0.0421383647798742
110,5120,"Computer and information systems managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.010062893081761
110,5240,"Computer and information systems managers","Customer service representatives",0.0262161493694411,0.0132075471698113
110,5860,"Computer and information systems managers","General office clerks",0.0375910531699237,0.00943396226415094
120,2310,"Financial managers","Elementary and middle school teachers",0.0253788634874884,0.100164203612479
120,120,"Financial managers","Financial managers",0.00408657271681398,0.0580186097427477
120,430,"Financial managers","Miscellaneous managers",0.00200297156471719,0.0350301039956212
120,800,"Financial managers","Accountants and auditors",0.0113624487251977,0.0426929392446634
120,3255,"Financial managers","Registered nurses",0.0380810326360358,0.0541871921182266
120,630,"Financial managers","Human resources workers",0.00656204537869936,0.0207991242474001
120,230,"Financial managers","Education administrators",0.00458049409247976,0.0158730158730159
120,10,"Financial managers","Chief executives and legislators",0.00103413672576346,0.0120415982484948
120,50,"Financial managers","Marketing and sales managers",0.00373699540986498,0.0136836343732895
120,4700,"Financial managers","Retail sales supervisors",0.00814868142574731,0.0180623973727422
120,4920,"Financial managers","Real estate agents",0.00164019566304319,0.0103995621237001
120,2100,"Financial managers","Lawyers and judges",0.00356668974581206,0.0120415982484948
120,4710,"Financial managers","Non-retail sales supervisors",0.00110345777492911,0.00930487137383689
120,850,"Financial managers","Personal financial advisors",0.00116162804913359,0.00930487137383689
120,420,"Financial managers","Social and community service managers",0.00125225520398067,0.00930487137383689
120,350,"Financial managers","Medical and health services managers",0.00360075854185243,0.0114942528735632
120,2145,"Financial managers","Paralegals and legal assistants",0.00360246601493328,0.0109469074986316
120,136,"Financial managers","Human resources managers",0.00139609992175284,0.00656814449917898
120,910,"Financial managers","Credit counselors and loan officers",0.00283216032916271,0.00766283524904215
120,3230,"Financial managers","Speech-language pathologists",0.00201058484389062,0.00656814449917898
120,3060,"Financial managers","Physicians and surgeons",0.00377873053820802,0.00821018062397373
120,5940,"Financial managers","Miscellaneous office and administrative support workers",0.00287718009773596,0.00711548987411056
120,840,"Financial managers","Financial analysts",0.00179007463132613,0.0060207991242474
120,2320,"Financial managers","Secondary school teachers",0.00955310014021694,0.0136836343732895
120,710,"Financial managers","Management analysts",0.00378200044145788,0.00766283524904215
120,2200,"Financial managers","Postsecondary teachers",0.0110461850603908,0.0147783251231527
120,2010,"Financial managers","Social workers",0.0080506324173452,0.0114942528735632
120,3050,"Financial managers","Pharmacists",0.00261392767812933,0.0060207991242474
120,2630,"Financial managers","Designers",0.0039999085686714,0.00711548987411056
120,2000,"Financial managers","Counselors",0.00696481294637829,0.00985221674876847
120,5000,"Financial managers","Office and administrative support supervisors",0.0150922090533428,0.0175150519978106
120,735,"Financial managers","Market analysts",0.00461926708777304,0.0060207991242474
120,2330,"Financial managers","Special education teachers",0.00657284836092435,0.00656814449917898
120,4850,"Financial managers","Wholesale sales representatives",0.00754615982912921,0.00711548987411056
120,2300,"Financial managers","Preschool and kindergarten teachers",0.00793351282561727,0.00711548987411056
120,740,"Financial managers","Other business operations specialists",0.00815013759453172,0.0060207991242474
120,2540,"Financial managers","Teacher assistants",0.0174174689155588,0.00930487137383689
120,5120,"Financial managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0114942528735632
120,5240,"Financial managers","Customer service representatives",0.0262161493694411,0.0136836343732895
120,5700,"Financial managers","Secretaries and administrative assistants",0.0539558910698879,0.0399562123700055
120,4760,"Financial managers","Retail salespersons",0.0353467239948646,0.00821018062397373
120,5860,"Financial managers","General office clerks",0.0375910531699237,0.00875752599890531
136,2310,"Human resources managers","Elementary and middle school teachers",0.0253788634874884,0.104347826086957
136,430,"Human resources managers","Miscellaneous managers",0.00200297156471719,0.04
136,136,"Human resources managers","Human resources managers",0.00139609992175284,0.0278260869565217
136,4700,"Human resources managers","Retail sales supervisors",0.00814868142574731,0.031304347826087
136,800,"Human resources managers","Accountants and auditors",0.0113624487251977,0.031304347826087
136,350,"Human resources managers","Medical and health services managers",0.00360075854185243,0.0191304347826087
136,3255,"Human resources managers","Registered nurses",0.0380810326360358,0.048695652173913
136,3500,"Human resources managers","Licensed practical and licensed vocational nurses",0.00974536731776145,0.0191304347826087
136,5700,"Human resources managers","Secretaries and administrative assistants",0.0539558910698879,0.0591304347826087
140,430,"Industrial production managers","Miscellaneous managers",0.00200297156471719,0.0358565737051793
140,2310,"Industrial production managers","Elementary and middle school teachers",0.0253788634874884,0.0584329349269588
140,800,"Industrial production managers","Accountants and auditors",0.0113624487251977,0.0358565737051793
140,5700,"Industrial production managers","Secretaries and administrative assistants",0.0539558910698879,0.0743691899070385
140,120,"Industrial production managers","Financial managers",0.00408657271681398,0.0199203187250996
140,230,"Industrial production managers","Education administrators",0.00458049409247976,0.0159362549800797
140,2010,"Industrial production managers","Social workers",0.0080506324173452,0.0185922974767596
140,630,"Industrial production managers","Human resources workers",0.00656204537869936,0.0159362549800797
140,4700,"Industrial production managers","Retail sales supervisors",0.00814868142574731,0.0172642762284197
140,3255,"Industrial production managers","Registered nurses",0.0380810326360358,0.0451527224435591
140,5120,"Industrial production managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0252324037184595
140,5000,"Industrial production managers","Office and administrative support supervisors",0.0150922090533428,0.0172642762284197
140,5400,"Industrial production managers","Receptionists and information clerks",0.0137155732698541,0.0146082337317397
140,2540,"Industrial production managers","Teacher assistants",0.0174174689155588,0.0146082337317397
140,5240,"Industrial production managers","Customer service representatives",0.0262161493694411,0.0199203187250996
150,2310,"Purchasing managers","Elementary and middle school teachers",0.0253788634874884,0.117924528301887
150,120,"Purchasing managers","Financial managers",0.00408657271681398,0.0377358490566038
150,430,"Purchasing managers","Miscellaneous managers",0.00200297156471719,0.0306603773584906
150,5700,"Purchasing managers","Secretaries and administrative assistants",0.0539558910698879,0.0589622641509434
150,3255,"Purchasing managers","Registered nurses",0.0380810326360358,0.0330188679245283
160,430,"Transportation, storage, and distribution managers","Miscellaneous managers",0.00200297156471719,0.0428994082840237
160,2310,"Transportation, storage, and distribution managers","Elementary and middle school teachers",0.0253788634874884,0.0606508875739645
160,4710,"Transportation, storage, and distribution managers","Non-retail sales supervisors",0.00110345777492911,0.0207100591715976
160,5700,"Transportation, storage, and distribution managers","Secretaries and administrative assistants",0.0539558910698879,0.0695266272189349
160,4700,"Transportation, storage, and distribution managers","Retail sales supervisors",0.00814868142574731,0.0236686390532544
160,230,"Transportation, storage, and distribution managers","Education administrators",0.00458049409247976,0.0177514792899408
160,800,"Transportation, storage, and distribution managers","Accountants and auditors",0.0113624487251977,0.0236686390532544
160,2010,"Transportation, storage, and distribution managers","Social workers",0.0080506324173452,0.0162721893491124
160,3255,"Transportation, storage, and distribution managers","Registered nurses",0.0380810326360358,0.0428994082840237
160,5120,"Transportation, storage, and distribution managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0251479289940828
160,5000,"Transportation, storage, and distribution managers","Office and administrative support supervisors",0.0150922090533428,0.0177514792899408
160,2540,"Transportation, storage, and distribution managers","Teacher assistants",0.0174174689155588,0.0177514792899408
160,5240,"Transportation, storage, and distribution managers","Customer service representatives",0.0262161493694411,0.0251479289940828
160,3600,"Transportation, storage, and distribution managers","Nursing, psychiatric, and home health aides",0.0327762790958214,0.0162721893491124
160,5860,"Transportation, storage, and distribution managers","General office clerks",0.0375910531699237,0.0192307692307692
205,205,"Farmers, ranchers, and other agricultural managers","Farmers, ranchers, and other agricultural managers",1.62018361936235e-05,0.0857142857142857
205,2310,"Farmers, ranchers, and other agricultural managers","Elementary and middle school teachers",0.0253788634874884,0.101970443349754
205,5700,"Farmers, ranchers, and other agricultural managers","Secretaries and administrative assistants",0.0539558910698879,0.0901477832512315
205,3255,"Farmers, ranchers, and other agricultural managers","Registered nurses",0.0380810326360358,0.0650246305418719
205,430,"Farmers, ranchers, and other agricultural managers","Miscellaneous managers",0.00200297156471719,0.0197044334975369
205,6050,"Farmers, ranchers, and other agricultural managers","Miscellaneous agricultural workers",0.00114800270248297,0.0157635467980296
205,800,"Farmers, ranchers, and other agricultural managers","Accountants and auditors",0.0113624487251977,0.0246305418719212
205,5120,"Farmers, ranchers, and other agricultural managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0320197044334975
205,120,"Farmers, ranchers, and other agricultural managers","Financial managers",0.00408657271681398,0.0133004926108374
205,350,"Farmers, ranchers, and other agricultural managers","Medical and health services managers",0.00360075854185243,0.0108374384236453
205,4510,"Farmers, ranchers, and other agricultural managers","Hairdressers",0.00508542818086978,0.0113300492610837
205,10,"Farmers, ranchers, and other agricultural managers","Chief executives and legislators",0.00103413672576346,0.00640394088669951
205,4810,"Farmers, ranchers, and other agricultural managers","Insurance sales agents",0.00306690025969817,0.00689655172413793
205,230,"Farmers, ranchers, and other agricultural managers","Education administrators",0.00458049409247976,0.0083743842364532
205,4700,"Farmers, ranchers, and other agricultural managers","Retail sales supervisors",0.00814868142574731,0.0118226600985222
205,910,"Farmers, ranchers, and other agricultural managers","Credit counselors and loan officers",0.00283216032916271,0.00640394088669951
205,3500,"Farmers, ranchers, and other agricultural managers","Licensed practical and licensed vocational nurses",0.00974536731776145,0.0133004926108374
205,5160,"Farmers, ranchers, and other agricultural managers","Tellers",0.00675039918989423,0.00985221674876847
205,2300,"Farmers, ranchers, and other agricultural managers","Preschool and kindergarten teachers",0.00793351282561727,0.0108374384236453
205,3320,"Farmers, ranchers, and other agricultural managers","Diagnostic technicians",0.00413215481753206,0.00640394088669951
205,2320,"Farmers, ranchers, and other agricultural managers","Secondary school teachers",0.00955310014021694,0.0118226600985222
205,2010,"Farmers, ranchers, and other agricultural managers","Social workers",0.0080506324173452,0.00935960591133005
205,2330,"Farmers, ranchers, and other agricultural managers","Special education teachers",0.00657284836092435,0.00788177339901478
205,9120,"Farmers, ranchers, and other agricultural managers","Bus drivers",0.00492585553716673,0.00541871921182266
205,4600,"Farmers, ranchers, and other agricultural managers","Childcare workers",0.00844187845866264,0.00886699507389163
205,2200,"Farmers, ranchers, and other agricultural managers","Postsecondary teachers",0.0110461850603908,0.0113300492610837
205,2000,"Farmers, ranchers, and other agricultural managers","Counselors",0.00696481294637829,0.00640394088669951
205,2540,"Farmers, ranchers, and other agricultural managers","Teacher assistants",0.0174174689155588,0.0152709359605911
205,5000,"Farmers, ranchers, and other agricultural managers","Office and administrative support supervisors",0.0150922090533428,0.012807881773399
205,5400,"Farmers, ranchers, and other agricultural managers","Receptionists and information clerks",0.0137155732698541,0.0113300492610837
205,4230,"Farmers, ranchers, and other agricultural managers","Maids and housekeepers",0.0128309818361133,0.00738916256157635
205,4020,"Farmers, ranchers, and other agricultural managers","Cooks",0.0141397995873056,0.00788177339901478
205,4610,"Farmers, ranchers, and other agricultural managers","Personal care aides",0.0180755227117732,0.00640394088669951
205,5240,"Farmers, ranchers, and other agricultural managers","Customer service representatives",0.0262161493694411,0.0123152709359606
205,3600,"Farmers, ranchers, and other agricultural managers","Nursing, psychiatric, and home health aides",0.0327762790958214,0.0113300492610837
205,5860,"Farmers, ranchers, and other agricultural managers","General office clerks",0.0375910531699237,0.0133004926108374
205,4760,"Farmers, ranchers, and other agricultural managers","Retail salespersons",0.0353467239948646,0.00985221674876847
220,2310,"Construction managers","Elementary and middle school teachers",0.0253788634874884,0.0764192139737991
220,430,"Construction managers","Miscellaneous managers",0.00200297156471719,0.037117903930131
220,5700,"Construction managers","Secretaries and administrative assistants",0.0539558910698879,0.0802401746724891
220,800,"Construction managers","Accountants and auditors",0.0113624487251977,0.0300218340611354
220,4920,"Construction managers","Real estate agents",0.00164019566304319,0.0169213973799127
220,3255,"Construction managers","Registered nurses",0.0380810326360358,0.0529475982532751
220,120,"Construction managers","Financial managers",0.00408657271681398,0.0185589519650655
220,630,"Construction managers","Human resources workers",0.00656204537869936,0.0163755458515284
220,4700,"Construction managers","Retail sales supervisors",0.00814868142574731,0.0174672489082969
220,2145,"Construction managers","Paralegals and legal assistants",0.00360246601493328,0.0120087336244541
220,230,"Construction managers","Education administrators",0.00458049409247976,0.0125545851528384
220,50,"Construction managers","Marketing and sales managers",0.00373699540986498,0.0114628820960699
220,220,"Construction managers","Construction managers",0.000249068618963909,0.00764192139737991
220,10,"Construction managers","Chief executives and legislators",0.00103413672576346,0.00818777292576419
220,2630,"Construction managers","Designers",0.0039999085686714,0.0109170305676856
220,350,"Construction managers","Medical and health services managers",0.00360075854185243,0.0103711790393013
220,710,"Construction managers","Management analysts",0.00378200044145788,0.0103711790393013
220,5940,"Construction managers","Miscellaneous office and administrative support workers",0.00287718009773596,0.00818777292576419
220,420,"Construction managers","Social and community service managers",0.00125225520398067,0.00655021834061135
220,136,"Construction managers","Human resources managers",0.00139609992175284,0.00600436681222707
220,5110,"Construction managers","Billing and posting clerks ",0.00686361782536123,0.0109170305676856
220,2010,"Construction managers","Social workers",0.0080506324173452,0.0120087336244541
220,5140,"Construction managers","Payroll and timekeeping clerks",0.00230925534643298,0.00600436681222707
