"OCCP_H","OCCP_W","Husband_Occ","Wife_Occ","PctWomen","pct_couples"
410,230,"Property, real estate, and community association managers","Education administrators",0.00458049409247976,0.0173913043478261
410,120,"Property, real estate, and community association managers","Financial managers",0.00408657271681398,0.0159420289855072
410,3255,"Property, real estate, and community association managers","Registered nurses",0.0380810326360358,0.0478260869565217
410,5700,"Property, real estate, and community association managers","Secretaries and administrative assistants",0.0539558910698879,0.0594202898550725
410,5120,"Property, real estate, and community association managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0159420289855072
410,4760,"Property, real estate, and community association managers","Retail salespersons",0.0353467239948646,0.0188405797101449
420,420,"Social and community service managers","Social and community service managers",0.00125225520398067,0.0607594936708861
420,2310,"Social and community service managers","Elementary and middle school teachers",0.0253788634874884,0.0835443037974684
420,430,"Social and community service managers","Miscellaneous managers",0.00200297156471719,0.0481012658227848
420,2010,"Social and community service managers","Social workers",0.0080506324173452,0.0354430379746835
420,230,"Social and community service managers","Education administrators",0.00458049409247976,0.030379746835443
420,4700,"Social and community service managers","Retail sales supervisors",0.00814868142574731,0.030379746835443
420,3255,"Social and community service managers","Registered nurses",0.0380810326360358,0.0379746835443038
430,430,"Miscellaneous managers","Miscellaneous managers",0.00200297156471719,0.0749515399526168
430,2310,"Miscellaneous managers","Elementary and middle school teachers",0.0253788634874884,0.0824897695455524
430,120,"Miscellaneous managers","Financial managers",0.00408657271681398,0.0198147749300022
430,800,"Miscellaneous managers","Accountants and auditors",0.0113624487251977,0.0248761576566875
430,4700,"Miscellaneous managers","Retail sales supervisors",0.00814868142574731,0.018845573982339
430,230,"Miscellaneous managers","Education administrators",0.00458049409247976,0.015184148180056
430,350,"Miscellaneous managers","Medical and health services managers",0.00360075854185243,0.0139995692440233
430,10,"Miscellaneous managers","Chief executives and legislators",0.00103413672576346,0.0108765884126642
430,50,"Miscellaneous managers","Marketing and sales managers",0.00373699540986498,0.0123842343312513
430,4920,"Miscellaneous managers","Real estate agents",0.00164019566304319,0.00990738746500108
430,4710,"Miscellaneous managers","Non-retail sales supervisors",0.00110345777492911,0.00926125349989231
430,2100,"Miscellaneous managers","Lawyers and judges",0.00356668974581206,0.0116304113719578
430,136,"Miscellaneous managers","Human resources managers",0.00139609992175284,0.00872280852896834
430,630,"Miscellaneous managers","Human resources workers",0.00656204537869936,0.0130303682963601
430,3255,"Miscellaneous managers","Registered nurses",0.0380810326360358,0.0440447986215809
430,1020,"Miscellaneous managers","Software developers",0.00316128270738992,0.00904587551152272
430,5940,"Miscellaneous managers","Miscellaneous office and administrative support workers",0.00287718009773596,0.00818436355804437
430,710,"Miscellaneous managers","Management analysts",0.00378200044145788,0.00904587551152272
430,420,"Miscellaneous managers","Social and community service managers",0.00125225520398067,0.00635365065690286
430,2630,"Miscellaneous managers","Designers",0.0039999085686714,0.00883049752315313
430,5820,"Miscellaneous managers","Word processors and typists",0.000980953290582336,0.00473831574413095
430,2145,"Miscellaneous managers","Paralegals and legal assistants",0.00360246601493328,0.00721516261038122
430,310,"Miscellaneous managers","Food service managers",0.00147129776842871,0.00506138272668533
430,150,"Miscellaneous managers","Purchasing managers",0.000504544566730528,0.00409218177902218
430,5700,"Miscellaneous managers","Secretaries and administrative assistants",0.0539558910698879,0.0573982339004954
430,410,"Miscellaneous managers","Property, real estate, and community association managers",0.00137712722300174,0.00452293775576136
430,5000,"Miscellaneous managers","Office and administrative support supervisors",0.0150922090533428,0.0181994400172302
430,110,"Miscellaneous managers","Computer and information systems managers",0.00143988054296806,0.00452293775576136
430,850,"Miscellaneous managers","Personal financial advisors",0.00116162804913359,0.00366142580228301
430,1107,"Miscellaneous managers","Other computer occupations",0.000842007610455878,0.00323066982554383
430,4510,"Miscellaneous managers","Hairdressers",0.00508542818086978,0.00743054059875081
430,5600,"Miscellaneous managers","Production, planning, and expediting clerks",0.00263730673400422,0.00495369373250054
430,2850,"Miscellaneous managers","Writers and authors",0.000399724613926406,0.00258453586043506
430,1010,"Miscellaneous managers","Computer programmers",0.000942828567298228,0.00312298083135904
430,3060,"Miscellaneous managers","Physicians and surgeons",0.00377873053820802,0.00592289468016369
430,565,"Miscellaneous managers","Compliance officers",0.00195357910138579,0.00398449278483739
430,3230,"Miscellaneous managers","Speech-language pathologists",0.00201058484389062,0.00398449278483739
430,1530,"Miscellaneous managers","Miscellaneous engineers",0.000264684854096371,0.0018307129011415
430,1650,"Miscellaneous managers","Other life scientists",0.000935954929412113,0.00247684686625027
430,3245,"Miscellaneous managers","Other therapists",0.00013666625708203,0.00161533491277191
430,1360,"Miscellaneous managers","Civil engineers",0.000537922431081775,0.0019384018953263
430,1760,"Miscellaneous managers","Other physical scientists",0.000135701527810675,0.00150764591858712
430,3050,"Miscellaneous managers","Pharmacists",0.00261392767812933,0.00398449278483739
430,220,"Miscellaneous managers","Construction managers",0.000249068618963909,0.00161533491277191
430,1006,"Miscellaneous managers","Computer systems analysts",0.00295325549280997,0.00430755976739177
430,1220,"Miscellaneous managers","Operations research analysts",0.000753928712199975,0.00204609088951109
430,5840,"Miscellaneous managers","Insurance claims and policy processing clerks",0.00314446222827393,0.00441524876157657
430,4965,"Miscellaneous managers","Other sales workers",0.000611574135830065,0.0018307129011415
430,4800,"Miscellaneous managers","Advertising sales agents",0.00115469189542558,0.00236915787206547
430,2430,"Miscellaneous managers","Librarians",0.00169376768912715,0.00290760284298945
430,2040,"Miscellaneous managers","Clergy",0.000154187595958102,0.00129226793021753
430,2320,"Miscellaneous managers","Secondary school teachers",0.00955310014021694,0.0106612104242946
430,2010,"Miscellaneous managers","Social workers",0.0080506324173452,0.00915356450570752
430,540,"Miscellaneous managers","Claims adjusters",0.0024609067856364,0.00355373680809821
430,3030,"Miscellaneous managers","Dietitians and nutritionists",0.000876680312438255,0.0019384018953263
430,7700,"Miscellaneous managers","Production supervisors",0.00174009424004192,0.00279991384880465
430,3010,"Miscellaneous managers","Dentists",0.0004690742062961,0.00150764591858712
430,140,"Miscellaneous managers","Industrial production managers",0.000480865652087103,0.00150764591858712
430,860,"Miscellaneous managers","Insurance underwriters",0.000817771482829223,0.0018307129011415
430,2160,"Miscellaneous managers","Miscellaneous legal support workers",0.0013967151519008,0.00236915787206547
430,1820,"Miscellaneous managers","Psychologists",0.0012976294357128,0.00226146887788068
430,2830,"Miscellaneous managers","Editors",0.00076495631703067,0.00172302390695671
430,5810,"Miscellaneous managers","Data entry keyers",0.00229641431738904,0.00323066982554383
430,520,"Miscellaneous managers","Wholesale and retail buyers",0.000909076228520056,0.0018307129011415
430,3250,"Miscellaneous managers","Veterinarians",0.000616133757549464,0.00150764591858712
430,3160,"Miscellaneous managers","Physical therapists",0.00234529719145266,0.00323066982554383
430,8965,"Miscellaneous managers","Miscellaneous production workers",0.000956927203707154,0.0018307129011415
430,60,"Miscellaneous managers","Public relations and fundraising managers",0.000554497655819561,0.00139995692440233
430,1300,"Miscellaneous managers","Architects",0.000452694440455549,0.00129226793021753
430,1060,"Miscellaneous managers","Database administrators",0.000670650501636728,0.00150764591858712
430,4810,"Miscellaneous managers","Insurance sales agents",0.00306690025969817,0.0038768037906526
430,2910,"Miscellaneous managers","Photographers",0.000387581497246488,0.00118457893603274
430,2000,"Miscellaneous managers","Counselors",0.00696481294637829,0.00775360758130519
430,4820,"Miscellaneous managers","Securities, commodities, and financial services sales agents",0.00129765099824194,0.00204609088951109
430,2840,"Miscellaneous managers","Technical writers",0.000449340458854653,0.00118457893603274
430,910,"Miscellaneous managers","Credit counselors and loan officers",0.00283216032916271,0.00355373680809821
430,2710,"Miscellaneous managers","Producers and directors",0.000599032655302448,0.00129226793021753
430,5260,"Miscellaneous managers","File clerks",0.00179233202646309,0.00247684686625027
430,4850,"Miscellaneous managers","Wholesale sales representatives",0.00754615982912921,0.00818436355804437
430,726,"Miscellaneous managers","Fundraisers",0.000714146001063762,0.00129226793021753
430,1030,"Miscellaneous managers","Web developers",0.000676117300841073,0.00118457893603274
430,3320,"Miscellaneous managers","Diagnostic technicians",0.00413215481753206,0.00463062674994616
430,5140,"Miscellaneous managers","Payroll and timekeeping clerks",0.00230925534643298,0.00279991384880465
430,3110,"Miscellaneous managers","Physician assistants",0.0011089844528115,0.00150764591858712
430,640,"Miscellaneous managers","Compensation and benefits specialists",0.000903445150766367,0.00129226793021753
430,1430,"Miscellaneous managers","Industrial engineers",0.000853797660111901,0.00118457893603274
430,530,"Miscellaneous managers","Purchasing agents",0.00224770564994574,0.00247684686625027
430,3310,"Miscellaneous managers","Dental hygienists",0.00299905616621552,0.00301529183717424
430,3150,"Miscellaneous managers","Occupational therapists",0.00156523484906175,0.00150764591858712
430,735,"Miscellaneous managers","Market analysts",0.00461926708777304,0.00452293775576136
430,4520,"Miscellaneous managers","Miscellaneous personal appearance workers",0.00188268553885404,0.00172302390695671
430,2300,"Miscellaneous managers","Preschool and kindergarten teachers",0.00793351282561727,0.00775360758130519
430,8740,"Miscellaneous managers","Inspectors, testers, sorters, samplers, and weighers",0.00294280542248278,0.00269222485461986
430,4840,"Miscellaneous managers","Services sales representatives",0.00478610335640002,0.00452293775576136
430,840,"Miscellaneous managers","Financial analysts",0.00179007463132613,0.00150764591858712
430,100,"Miscellaneous managers","Administrative services managers",0.00199846111797432,0.00150764591858712
430,2200,"Miscellaneous managers","Postsecondary teachers",0.0110461850603908,0.0105535214301098
430,650,"Miscellaneous managers","Training and development specialists",0.00244744416627403,0.0019384018953263
430,5520,"Miscellaneous managers","Dispatchers",0.002555189332114,0.00204609088951109
430,5550,"Miscellaneous managers","Mail carriers",0.0020192982774285,0.00150764591858712
430,1050,"Miscellaneous managers","Computer support specialists",0.0031518882702339,0.00258453586043506
430,2825,"Miscellaneous managers","Public relations specialists",0.00208166564363583,0.00150764591858712
430,4350,"Miscellaneous managers","Nonfarm animal caretakers",0.00183338491017911,0.00118457893603274
430,3300,"Miscellaneous managers","Laboratory technicians",0.00378412380763674,0.00312298083135904
430,5420,"Miscellaneous managers","Other information and record clerks",0.00211397313783555,0.00139995692440233
430,5330,"Miscellaneous managers","Loan interviewers and clerks",0.00280277665186386,0.0019384018953263
430,5110,"Miscellaneous managers","Billing and posting clerks ",0.00686361782536123,0.00549213870342451
430,3640,"Miscellaneous managers","Dental assistants",0.00471655520261091,0.00333835881972862
430,5610,"Miscellaneous managers","Shipping, receiving, and traffic clerks",0.00308812492417242,0.00118457893603274
430,4600,"Miscellaneous managers","Childcare workers",0.00844187845866264,0.00646133965108766
430,2330,"Miscellaneous managers","Special education teachers",0.00657284836092435,0.00441524876157657
430,3500,"Miscellaneous managers","Licensed practical and licensed vocational nurses",0.00974536731776145,0.0075382295929356
430,740,"Miscellaneous managers","Other business operations specialists",0.00815013759453172,0.0055998276976093
430,3930,"Miscellaneous managers","Security guards",0.00378241199102484,0.00118457893603274
430,20,"Miscellaneous managers","General and operations managers",0.00918437530739208,0.00635365065690286
430,4620,"Miscellaneous managers","Recreation and fitness workers",0.0054842465480679,0.00247684686625027
430,5160,"Miscellaneous managers","Tellers",0.00675039918989423,0.00301529183717424
430,5120,"Miscellaneous managers","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0179840620288607
430,3420,"Miscellaneous managers","Health practitioner support technologists and technicians",0.00900228998713244,0.00473831574413095
430,2540,"Miscellaneous managers","Teacher assistants",0.0174174689155588,0.0123842343312513
430,9620,"Miscellaneous managers","Laborers and hand movers",0.00679191248790152,0.00161533491277191
430,3645,"Miscellaneous managers","Medical assistants",0.00845940957048357,0.00301529183717424
430,4010,"Miscellaneous managers","Food preparation supervisors",0.00787214834970408,0.00236915787206547
430,5400,"Miscellaneous managers","Receptionists and information clerks",0.0137155732698541,0.00796898556967478
430,7750,"Miscellaneous managers","Miscellaneous assemblers and fabricators",0.00818092438748572,0.00215377988369589
430,2340,"Miscellaneous managers","Other teachers and instructors",0.0114263620782065,0.00495369373250054
430,4030,"Miscellaneous managers","Food preparation workers",0.00790955980313938,0.00118457893603274
430,5240,"Miscellaneous managers","Customer service representatives",0.0262161493694411,0.0173379280637519
430,5620,"Miscellaneous managers","Stock clerks and order fillers",0.0107408306391936,0.00172302390695671
430,4230,"Miscellaneous managers","Maids and housekeepers",0.0128309818361133,0.00269222485461986
430,4020,"Miscellaneous managers","Cooks",0.0141397995873056,0.0018307129011415
430,4610,"Miscellaneous managers","Personal care aides",0.0180755227117732,0.00226146887788068
430,5860,"Miscellaneous managers","General office clerks",0.0375910531699237,0.0135688132672841
430,4110,"Miscellaneous managers","Waiters and waitresses",0.0272470731232366,0.0019384018953263
430,3600,"Miscellaneous managers","Nursing, psychiatric, and home health aides",0.0327762790958214,0.00689209562782684
430,4760,"Miscellaneous managers","Retail salespersons",0.0353467239948646,0.00667671763945725
430,4720,"Miscellaneous managers","Cashiers",0.0393768585756063,0.00366142580228301
520,2310,"Wholesale and retail buyers","Elementary and middle school teachers",0.0253788634874884,0.0669642857142857
520,5700,"Wholesale and retail buyers","Secretaries and administrative assistants",0.0539558910698879,0.0803571428571429
520,3255,"Wholesale and retail buyers","Registered nurses",0.0380810326360358,0.0535714285714286
530,430,"Purchasing agents","Miscellaneous managers",0.00200297156471719,0.053742802303263
530,2310,"Purchasing agents","Elementary and middle school teachers",0.0253788634874884,0.0652591170825336
530,800,"Purchasing agents","Accountants and auditors",0.0113624487251977,0.0345489443378119
530,5700,"Purchasing agents","Secretaries and administrative assistants",0.0539558910698879,0.0767754318618042
530,4700,"Purchasing agents","Retail sales supervisors",0.00814868142574731,0.0249520153550864
530,3255,"Purchasing agents","Registered nurses",0.0380810326360358,0.0479846449136276
540,2310,"Claims adjusters","Elementary and middle school teachers",0.0253788634874884,0.105032822757112
540,540,"Claims adjusters","Claims adjusters",0.0024609067856364,0.0590809628008753
540,430,"Claims adjusters","Miscellaneous managers",0.00200297156471719,0.0437636761487965
540,120,"Claims adjusters","Financial managers",0.00408657271681398,0.0262582056892779
540,800,"Claims adjusters","Accountants and auditors",0.0113624487251977,0.0262582056892779
540,5700,"Claims adjusters","Secretaries and administrative assistants",0.0539558910698879,0.0590809628008753
540,3255,"Claims adjusters","Registered nurses",0.0380810326360358,0.0350109409190372
565,2310,"Compliance officers","Elementary and middle school teachers",0.0253788634874884,0.103359173126615
565,5700,"Compliance officers","Secretaries and administrative assistants",0.0539558910698879,0.0749354005167959
565,3255,"Compliance officers","Registered nurses",0.0380810326360358,0.0568475452196382
565,800,"Compliance officers","Accountants and auditors",0.0113624487251977,0.0284237726098191
600,2310,"Cost estimators","Elementary and middle school teachers",0.0253788634874884,0.0755667506297229
600,5700,"Cost estimators","Secretaries and administrative assistants",0.0539558910698879,0.0931989924433249
600,5120,"Cost estimators","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0403022670025189
600,5240,"Cost estimators","Customer service representatives",0.0262161493694411,0.0302267002518892
600,3255,"Cost estimators","Registered nurses",0.0380810326360358,0.0302267002518892
630,2310,"Human resources workers","Elementary and middle school teachers",0.0253788634874884,0.0860058309037901
630,430,"Human resources workers","Miscellaneous managers",0.00200297156471719,0.0466472303206997
630,630,"Human resources workers","Human resources workers",0.00656204537869936,0.0451895043731778
630,230,"Human resources workers","Education administrators",0.00458049409247976,0.0276967930029155
630,800,"Human resources workers","Accountants and auditors",0.0113624487251977,0.0335276967930029
630,136,"Human resources workers","Human resources managers",0.00139609992175284,0.0160349854227405
630,120,"Human resources workers","Financial managers",0.00408657271681398,0.0160349854227405
630,4700,"Human resources workers","Retail sales supervisors",0.00814868142574731,0.0174927113702624
630,2000,"Human resources workers","Counselors",0.00696481294637829,0.0160349854227405
630,4850,"Human resources workers","Wholesale sales representatives",0.00754615982912921,0.0160349854227405
630,5000,"Human resources workers","Office and administrative support supervisors",0.0150922090533428,0.0233236151603499
630,3255,"Human resources workers","Registered nurses",0.0380810326360358,0.0393586005830904
630,5700,"Human resources workers","Secretaries and administrative assistants",0.0539558910698879,0.0364431486880466
650,2310,"Training and development specialists","Elementary and middle school teachers",0.0253788634874884,0.0853080568720379
650,3255,"Training and development specialists","Registered nurses",0.0380810326360358,0.0710900473933649
700,2310,"Logisticians","Elementary and middle school teachers",0.0253788634874884,0.0550847457627119
700,5700,"Logisticians","Secretaries and administrative assistants",0.0539558910698879,0.0508474576271186
710,430,"Management analysts","Miscellaneous managers",0.00200297156471719,0.0521675238795004
710,2310,"Management analysts","Elementary and middle school teachers",0.0253788634874884,0.0720058780308597
710,710,"Management analysts","Management analysts",0.00378200044145788,0.0455547391623806
710,120,"Management analysts","Financial managers",0.00408657271681398,0.0249816311535636
710,2100,"Management analysts","Lawyers and judges",0.00356668974581206,0.0220426157237326
710,800,"Management analysts","Accountants and auditors",0.0113624487251977,0.0293901542983101
710,10,"Management analysts","Chief executives and legislators",0.00103413672576346,0.014695077149155
710,630,"Management analysts","Human resources workers",0.00656204537869936,0.0191036002939015
710,2200,"Management analysts","Postsecondary teachers",0.0110461850603908,0.0235121234386481
710,3060,"Management analysts","Physicians and surgeons",0.00377873053820802,0.0161645848640705
710,230,"Management analysts","Education administrators",0.00458049409247976,0.0168993387215283
710,50,"Management analysts","Marketing and sales managers",0.00373699540986498,0.014695077149155
710,4710,"Management analysts","Non-retail sales supervisors",0.00110345777492911,0.011756061719324
710,4920,"Management analysts","Real estate agents",0.00164019566304319,0.0110213078618663
710,350,"Management analysts","Medical and health services managers",0.00360075854185243,0.0124908155767818
710,110,"Management analysts","Computer and information systems managers",0.00143988054296806,0.00881704628949302
710,735,"Management analysts","Market analysts",0.00461926708777304,0.011756061719324
710,2000,"Management analysts","Counselors",0.00696481294637829,0.0132255694342395
710,2630,"Management analysts","Designers",0.0039999085686714,0.00955180014695077
710,1006,"Management analysts","Computer systems analysts",0.00295325549280997,0.00808229243203527
710,1020,"Management analysts","Software developers",0.00316128270738992,0.00808229243203527
710,4850,"Management analysts","Wholesale sales representatives",0.00754615982912921,0.00955180014695077
710,2320,"Management analysts","Secondary school teachers",0.00955310014021694,0.0110213078618663
710,2010,"Management analysts","Social workers",0.0080506324173452,0.00881704628949302
710,5000,"Management analysts","Office and administrative support supervisors",0.0150922090533428,0.0139603232916973
710,5700,"Management analysts","Secretaries and administrative assistants",0.0539558910698879,0.0492285084496694
710,3255,"Management analysts","Registered nurses",0.0380810326360358,0.0330639235855988
710,2540,"Management analysts","Teacher assistants",0.0174174689155588,0.00881704628949302
710,5120,"Management analysts","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0132255694342395
710,5240,"Management analysts","Customer service representatives",0.0262161493694411,0.00955180014695077
710,4760,"Management analysts","Retail salespersons",0.0353467239948646,0.00808229243203527
735,430,"Market analysts","Miscellaneous managers",0.00200297156471719,0.0494505494505494
735,2310,"Market analysts","Elementary and middle school teachers",0.0253788634874884,0.0686813186813187
735,735,"Market analysts","Market analysts",0.00461926708777304,0.0384615384615385
735,3255,"Market analysts","Registered nurses",0.0380810326360358,0.0412087912087912
735,5700,"Market analysts","Secretaries and administrative assistants",0.0539558910698879,0.0357142857142857
740,2310,"Other business operations specialists","Elementary and middle school teachers",0.0253788634874884,0.0727762803234501
740,3255,"Other business operations specialists","Registered nurses",0.0380810326360358,0.0646900269541779
740,5700,"Other business operations specialists","Secretaries and administrative assistants",0.0539558910698879,0.0539083557951483
800,2310,"Accountants and auditors","Elementary and middle school teachers",0.0253788634874884,0.124016658954188
800,800,"Accountants and auditors","Accountants and auditors",0.0113624487251977,0.0906987505784359
800,430,"Accountants and auditors","Miscellaneous managers",0.00200297156471719,0.026376677464137
800,3255,"Accountants and auditors","Registered nurses",0.0380810326360358,0.0578435909301249
800,120,"Accountants and auditors","Financial managers",0.00408657271681398,0.018047200370199
800,2100,"Accountants and auditors","Lawyers and judges",0.00356668974581206,0.012494215640907
800,230,"Accountants and auditors","Education administrators",0.00458049409247976,0.012956964368348
800,630,"Accountants and auditors","Human resources workers",0.00656204537869936,0.014807959278112
800,4710,"Accountants and auditors","Non-retail sales supervisors",0.00110345777492911,0.00879222582137899
800,710,"Accountants and auditors","Management analysts",0.00378200044145788,0.011105969458584
800,10,"Accountants and auditors","Chief executives and legislators",0.00103413672576346,0.00832947709393799
800,136,"Accountants and auditors","Human resources managers",0.00139609992175284,0.00832947709393799
800,4920,"Accountants and auditors","Real estate agents",0.00164019566304319,0.00832947709393799
800,5000,"Accountants and auditors","Office and administrative support supervisors",0.0150922090533428,0.020823692734845
800,50,"Accountants and auditors","Marketing and sales managers",0.00373699540986498,0.00925497454881999
800,3050,"Accountants and auditors","Pharmacists",0.00261392767812933,0.00786672836649699
800,2320,"Accountants and auditors","Secondary school teachers",0.00955310014021694,0.014345210550671
800,4700,"Accountants and auditors","Retail sales supervisors",0.00814868142574731,0.012494215640907
800,1020,"Accountants and auditors","Software developers",0.00316128270738992,0.00740397963905599
800,3160,"Accountants and auditors","Physical therapists",0.00234529719145266,0.00647848218417399
800,420,"Accountants and auditors","Social and community service managers",0.00125225520398067,0.00509023600185099
800,110,"Accountants and auditors","Computer and information systems managers",0.00143988054296806,0.00509023600185099
800,3060,"Accountants and auditors","Physicians and surgeons",0.00377873053820802,0.00740397963905599
800,2145,"Accountants and auditors","Paralegals and legal assistants",0.00360246601493328,0.00694123091161499
800,5940,"Accountants and auditors","Miscellaneous office and administrative support workers",0.00287718009773596,0.00601573345673299
800,1006,"Accountants and auditors","Computer systems analysts",0.00295325549280997,0.00601573345673299
800,2010,"Accountants and auditors","Social workers",0.0080506324173452,0.011105969458584
800,5840,"Accountants and auditors","Insurance claims and policy processing clerks",0.00314446222827393,0.00601573345673299
800,2630,"Accountants and auditors","Designers",0.0039999085686714,0.00601573345673299
800,3300,"Accountants and auditors","Laboratory technicians",0.00378412380763674,0.00509023600185099
800,2000,"Accountants and auditors","Counselors",0.00696481294637829,0.00786672836649699
800,735,"Accountants and auditors","Market analysts",0.00461926708777304,0.00509023600185099
800,2330,"Accountants and auditors","Special education teachers",0.00657284836092435,0.00694123091161499
800,4600,"Accountants and auditors","Childcare workers",0.00844187845866264,0.00879222582137899
800,20,"Accountants and auditors","General and operations managers",0.00918437530739208,0.00832947709393799
800,4850,"Accountants and auditors","Wholesale sales representatives",0.00754615982912921,0.00647848218417399
800,2300,"Accountants and auditors","Preschool and kindergarten teachers",0.00793351282561727,0.00647848218417399
800,5110,"Accountants and auditors","Billing and posting clerks ",0.00686361782536123,0.00509023600185099
800,3420,"Accountants and auditors","Health practitioner support technologists and technicians",0.00900228998713244,0.00555298472929199
800,2200,"Accountants and auditors","Postsecondary teachers",0.0110461850603908,0.00740397963905599
800,3500,"Accountants and auditors","Licensed practical and licensed vocational nurses",0.00974536731776145,0.00601573345673299
800,5120,"Accountants and auditors","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.018047200370199
800,2540,"Accountants and auditors","Teacher assistants",0.0174174689155588,0.011568718186025
800,5700,"Accountants and auditors","Secretaries and administrative assistants",0.0539558910698879,0.044423877834336
800,5240,"Accountants and auditors","Customer service representatives",0.0262161493694411,0.014807959278112
800,3600,"Accountants and auditors","Nursing, psychiatric, and home health aides",0.0327762790958214,0.00694123091161499
800,4760,"Accountants and auditors","Retail salespersons",0.0353467239948646,0.00694123091161499
800,5860,"Accountants and auditors","General office clerks",0.0375910531699237,0.00879222582137899
810,2310,"Appraisers and assessors of real estate","Elementary and middle school teachers",0.0253788634874884,0.0758928571428571
810,3255,"Appraisers and assessors of real estate","Registered nurses",0.0380810326360358,0.0758928571428571
810,5700,"Appraisers and assessors of real estate","Secretaries and administrative assistants",0.0539558910698879,0.0535714285714286
840,430,"Financial analysts","Miscellaneous managers",0.00200297156471719,0.0492753623188406
840,2310,"Financial analysts","Elementary and middle school teachers",0.0253788634874884,0.072463768115942
840,800,"Financial analysts","Accountants and auditors",0.0113624487251977,0.0434782608695652
840,120,"Financial analysts","Financial managers",0.00408657271681398,0.0318840579710145
840,3255,"Financial analysts","Registered nurses",0.0380810326360358,0.0463768115942029
840,5700,"Financial analysts","Secretaries and administrative assistants",0.0539558910698879,0.0434782608695652
850,2310,"Personal financial advisors","Elementary and middle school teachers",0.0253788634874884,0.112965340179718
850,430,"Personal financial advisors","Miscellaneous managers",0.00200297156471719,0.0359435173299101
850,800,"Personal financial advisors","Accountants and auditors",0.0113624487251977,0.0410783055198973
850,120,"Personal financial advisors","Financial managers",0.00408657271681398,0.024390243902439
850,850,"Personal financial advisors","Personal financial advisors",0.00116162804913359,0.0205391527599487
850,2100,"Personal financial advisors","Lawyers and judges",0.00356668974581206,0.0205391527599487
850,10,"Personal financial advisors","Chief executives and legislators",0.00103413672576346,0.0179717586649551
850,50,"Personal financial advisors","Marketing and sales managers",0.00373699540986498,0.0154043645699615
850,710,"Personal financial advisors","Management analysts",0.00378200044145788,0.0154043645699615
850,3060,"Personal financial advisors","Physicians and surgeons",0.00377873053820802,0.0141206675224647
850,2200,"Personal financial advisors","Postsecondary teachers",0.0110461850603908,0.0205391527599487
850,3255,"Personal financial advisors","Registered nurses",0.0380810326360358,0.0462130937098845
850,5120,"Personal financial advisors","Bookkeeping, accounting, and auditing clerks",0.0220129775089946,0.0154043645699615
850,5700,"Personal financial advisors","Secretaries and administrative assistants",0.0539558910698879,0.0423620025673941
850,5240,"Personal financial advisors","Customer service representatives",0.0262161493694411,0.0141206675224647
860,2310,"Insurance underwriters","Elementary and middle school teachers",0.0253788634874884,0.112903225806452
910,2310,"Credit counselors and loan officers","Elementary and middle school teachers",0.0253788634874884,0.124
910,800,"Credit counselors and loan officers","Accountants and auditors",0.0113624487251977,0.042
910,430,"Credit counselors and loan officers","Miscellaneous managers",0.00200297156471719,0.032
910,910,"Credit counselors and loan officers","Credit counselors and loan officers",0.00283216032916271,0.026
910,120,"Credit counselors and loan officers","Financial managers",0.00408657271681398,0.022
910,2000,"Credit counselors and loan officers","Counselors",0.00696481294637829,0.024
910,2200,"Credit counselors and loan officers","Postsecondary teachers",0.0110461850603908,0.022
910,5000,"Credit counselors and loan officers","Office and administrative support supervisors",0.0150922090533428,0.022
910,3255,"Credit counselors and loan officers","Registered nurses",0.0380810326360358,0.044
910,5700,"Credit counselors and loan officers","Secretaries and administrative assistants",0.0539558910698879,0.052
1006,430,"Computer systems analysts","Miscellaneous managers",0.00200297156471719,0.047153024911032
1006,1006,"Computer systems analysts","Computer systems analysts",0.00295325549280997,0.0444839857651246
1006,2310,"Computer systems analysts","Elementary and middle school teachers",0.0253788634874884,0.0658362989323843
1006,800,"Computer systems analysts","Accountants and auditors",0.0113624487251977,0.0409252669039146
1006,1020,"Computer systems analysts","Software developers",0.00316128270738992,0.0240213523131673
1006,3255,"Computer systems analysts","Registered nurses",0.0380810326360358,0.0533807829181495
1006,710,"Computer systems analysts","Management analysts",0.00378200044145788,0.0160142348754448
1006,50,"Computer systems analysts","Marketing and sales managers",0.00373699540986498,0.0151245551601423
1006,3060,"Computer systems analysts","Physicians and surgeons",0.00377873053820802,0.0133451957295374
1006,630,"Computer systems analysts","Human resources workers",0.00656204537869936,0.0160142348754448
1006,4920,"Computer systems analysts","Real estate agents",0.00164019566304319,0.0106761565836299
1006,4710,"Computer systems analysts","Non-retail sales supervisors",0.00110345777492911,0.0097864768683274
1006,120,"Computer systems analysts","Financial managers",0.00408657271681398,0.0124555160142349
1006,2100,"Computer systems analysts","Lawyers and judges",0.00356668974581206,0.0115658362989324
1006,2630,"Computer systems analysts","Designers",0.0039999085686714,0.0097864768683274
1006,230,"Computer systems analysts","Education administrators",0.00458049409247976,0.0097864768683274
1006,2320,"Computer systems analysts","Secondary school teachers",0.00955310014021694,0.0142348754448399
1006,2000,"Computer systems analysts","Counselors",0.00696481294637829,0.0106761565836299
1006,4700,"Computer systems analysts","Retail sales supervisors",0.00814868142574731,0.0115658362989324
