"OCCP_W","pct_couples","Wife_Occ_Rank","Wife_Occ","OCCP_H","Husband_Occ"
3600,0.0596026490066225,6,"Nursing, psychiatric, and home health aides",9140,"Taxi drivers and chauffeurs"
3255,0.0640176600441501,3,"Registered nurses",9140,"Taxi drivers and chauffeurs"
4720,0.0463576158940397,2,"Cashiers",9140,"Taxi drivers and chauffeurs"
2310,0.0309050772626932,10,"Elementary and middle school teachers",9140,"Taxi drivers and chauffeurs"
5700,0.0507726269315673,1,"Secretaries and administrative assistants",9140,"Taxi drivers and chauffeurs"
5700,0.0987654320987654,1,"Secretaries and administrative assistants",9240,"Railroad conductors and yardmasters"
5700,0.0653923541247485,1,"Secretaries and administrative assistants",9600,"Industrial truck and tractor operators"
800,0.0181086519114688,19,"Accountants and auditors",9600,"Industrial truck and tractor operators"
3255,0.0422535211267606,3,"Registered nurses",9600,"Industrial truck and tractor operators"
5000,0.0181086519114688,14,"Office and administrative support supervisors",9600,"Industrial truck and tractor operators"
5240,0.028169014084507,9,"Customer service representatives",9600,"Industrial truck and tractor operators"
2310,0.0231388329979879,10,"Elementary and middle school teachers",9600,"Industrial truck and tractor operators"
3600,0.0251509054325956,6,"Nursing, psychiatric, and home health aides",9600,"Industrial truck and tractor operators"
4720,0.0191146881287726,2,"Cashiers",9600,"Industrial truck and tractor operators"
4760,0.0140845070422535,5,"Retail salespersons",9600,"Industrial truck and tractor operators"
5860,0.0150905432595573,4,"General office clerks",9600,"Industrial truck and tractor operators"
3600,0.0366666666666667,6,"Nursing, psychiatric, and home health aides",9610,"Cleaners of vehicles and equipment"
3255,0.0366666666666667,3,"Registered nurses",9610,"Cleaners of vehicles and equipment"
4720,0.0366666666666667,2,"Cashiers",9610,"Cleaners of vehicles and equipment"
5700,0.0466666666666667,1,"Secretaries and administrative assistants",9610,"Cleaners of vehicles and equipment"
2310,0.0380116959064327,10,"Elementary and middle school teachers",9620,"Laborers and hand movers"
3255,0.0449561403508772,3,"Registered nurses",9620,"Laborers and hand movers"
800,0.0164473684210526,19,"Accountants and auditors",9620,"Laborers and hand movers"
5700,0.0588450292397661,1,"Secretaries and administrative assistants",9620,"Laborers and hand movers"
5240,0.0281432748538012,9,"Customer service representatives",9620,"Laborers and hand movers"
3600,0.0332602339181287,6,"Nursing, psychiatric, and home health aides",9620,"Laborers and hand movers"
5000,0.0146198830409357,14,"Office and administrative support supervisors",9620,"Laborers and hand movers"
5860,0.0204678362573099,4,"General office clerks",9620,"Laborers and hand movers"
4760,0.0135233918128655,5,"Retail salespersons",9620,"Laborers and hand movers"
4720,0.016812865497076,2,"Cashiers",9620,"Laborers and hand movers"
